robottelo,luigi,OpenSlides,tgstation,cryptography,mne-python,pandas,Theano,scikit-image,vumi-go,django-rest-framework,c2cgeoportal,ome-documentation,mackup,django-cms,commcare-hq,botocore,requests,matplotlib,zamboni,readthedocs.org,dipy,regulations-parser,kivy,web2py,flask,mezzanine,kitsune,libcloud,bcfg2,pulp_rpm,sympy,sunpy,beets,configuration,addon-sdk,edx-ora2,ninja-ide,kuma,networkx,teuthology,ka-lite,numba,pybossa,mozmill-ci,blaze,scrapy,virt-test,ESP-Website,nipype,bedrock,pylearn2,ipython,quark,pombola,werkzeug,pelican,django-debug-toolbar,ralph,Minecraft-Overviewer,sentry,deis,buildbot,remo,celery,pip,BinPy,statsmodels,rootpy,gunicorn,oh-mainline,iris,spyne,riak-python-client,mopidy,pyramid,webview,vispy,Pillow,MakeAPI,psychopy,symfony-docs-fr,girder,vumi,salt-cloud,mongo-python-driver,pootle,XBlock,socorro,play1,fjord,youtube-dl,tp-qemu,solitude,feincms,wagtail,freeseer,gaffer,hashstack,invenio,topaz,zipline,marketplace-tests,autotest-docker,shinken,sm,tp-libvirt,Kawaz3rd,eden,SimpleCV,nikola
0.490879893,0.093527317,0.043687344,0.729673756,1.032638516,0.346426368,0.618427694,0.571906845,1.120470762,0.421348214,0.235544205,0.564458927,0.642080784,,0.052372456,0.707011417,,0.953955507,0.519421617,0.503855705,,,,0.234699011,,0.058800459,,0.667282939,,,,0.671013141,0.463610888,0.330965281,0.65515089,0.692913949,,,0.522115469,0.228102684,,,0.213381529,,0.149798751,,,0.569411755,,,0.429461002,0.582709312,0.65615499,,,,0.631379128,,0.241744995,,,0.247505486,0.616890311,,,1.649012566,,,,,,1.816259623,,,,,,0.438587308,,,,,,,,,0.835049391,0.317315102,0.113595843,,,0.568161488,,,,,,,,0.438343763,,,,,0.604230642,,,,,,
0.486561775,0.116627932,0.765432715,0.918185089,0.861654711,0.39749527,0.448806953,0.156491439,1.212905765,0.37069869,0.519344568,0.854475498,0.51934123,,0.523730874,0.550509048,,1.378957152,0.647657394,0.462944031,,,,0.561893463,,0.922984362,,0.282194734,,,,0.202690542,0.307973862,1.466651758,0.617674112,0.85550642,,,1.443545818,0.895884991,,,0.159593821,,0.805594683,,,0.307221651,,,1.022558928,0.415253878,1.338391423,,,,0.394593,,0.338360906,,,0.378483931,0.095340729,,,2.079938412,,,,,,0.40548569,,,,,,0.166012287,,,,,,,,,0.580132842,0.087879896,0.03800106,,,0.883526921,,,,,,,,,,,,,0.331002951,,,,,,
0.446739435,0.414166689,0.023319721,0.78391938,0.799066424,0.684784253,0.780538951,0.489508724,0.966986656,0.429223776,0.506757259,0.570031961,0.555273533,,0.861069918,0.559787512,,1.034772237,0.723994374,0.461517096,,,,,,0.463706613,,0.711875439,,,,0.725154161,0.313875914,0.911625703,0.366965532,1.214852214,,,1.072555542,,,,1.516556621,,0.485697031,,,0.848099232,,,0.506656945,,0.837603882,,,,0.889185071,,0.49766469,,,0.356615702,0.182145754,,,1.026267469,,,,,,0.483049512,,,,,,0.268591642,,,,,,,,,0.529286385,0.336034616,1.046233892,,,0.673411608,,,,,,,,,,,,,0.301975012,,,,,,
0.459022215,0.932313522,1.129931927,0.7937175,0.934982777,1.329520702,0.580349922,0.176788211,0.979743004,,0.658398986,0.66783154,0.593718708,,1.373975197,0.8251134,,0.90252763,0.786633372,0.642184655,,,,,,0.932804465,,0.382420421,,,,0.587896287,0.355481625,1.453229189,0.702046633,0.630842924,,,0.652187983,,,,0.836611589,,0.281442563,,,0.390100241,,,0.611059546,,0.580162525,,,,1.010659456,,0.228121161,,,0.150550365,0.055017352,,,0.251307249,,,,,,0.501241446,,,,,,1.568018675,,,,,,,,,,,0.174750507,,,1.127614021,,,,,,,,,,,,,0.543553472,,,,,,
0.570479274,0.522336841,0.580420613,0.948315255,0.45925343,0.51315529,0.477598082,0.01383698,1.840181231,,0.340298772,0.593412042,0.370478988,,0.768924356,0.402124723,,1.092339873,0.627597623,,,,,,,0.03774786,,0.30656147,,,,0.699427366,,0.035263538,0.485697031,0.217095733,,,1.046818097,,,,1.703652143,,0.023054838,,,0.313913266,,,1.118869543,,0.504551888,,,,0.585278869,,,,,0.286249459,0.211020152,,,0.450296402,,,,,,0.552818894,,,,,,,,,,,,,,,,,0.28341496,,,0.627330144,,,,,,,,,,,,,,,,,,,
0.440700974,0.00398612,0.11629045,0.754705705,0.856168604,0.856917461,0.592197418,0.302574253,1.278561115,,,,0.590328336,,2.12702632,0.840005824,,0.83381021,0.682410649,,,,,,,,,0.377200842,,,,0.506087542,,1.446191788,0.532440424,0.658761621,,,0.393548568,,,,1.287891388,,0.591090918,,,0.436452627,,,0.386443198,,0.750615968,,,,0.184530735,,,,,1.265767813,0.214394172,,,0.63753283,,,,,,0.589664936,,,,,,,,,,,,,,,,,1.257708311,,,,,,,,,,,,,,,,,,,,,,
0.809087157,0.290937424,,0.89335767,1.211652199,0.656783533,0.228868246,0.588148165,0.998924732,,,,0.0331738,,0.821354151,0.853400469,,0.934312105,0.691282153,,,,,,,,,0.420721054,,,,0.528439601,,,0.356761694,0.989149451,,,0.533104022,,,,1.10419023,,,,,0.96765101,,,0.770439923,,0.831266615,,,,,,,,,0.314159989,0.893962383,,,0.612034559,,,,,,0.184530735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.564882318,0.049402237,,0.708400233,0.8529495,0.497933865,0.622841024,0.10932976,1.429736614,,,,0.476670265,,,0.783613443,,0.894342721,1.014792252,,,,,,,,,0.34925727,,,,0.879173835,,,0.648174524,,,,1.063894033,,,,1.413440228,,,,,0.336026192,,,0.613947789,,1.002022914,,,,,,,,,0.376317143,0.234068632,,,0.870560805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.558615357,0.821354151,,0.931548467,1.329087973,0.368759108,0.427375734,,1.982982516,,,,0.32790482,,,0.70729957,,,0.841005683,,,,,,,,,0.516648372,,,,0.365902042,,,,,,,,,,,,,,,,0.846772909,,,0.655699015,,0.579548311,,,,,,,,,0.150836229,,,,0.841280063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.505094051,,,0.812461396,,1.092269023,0.608395656,,,,,,0.401168903,,,0.929625815,,,0.42339774,,,,,,,,,,,,,0.933696508,,,,,,,,,,,,,,,,,,,,,1.022415195,,,,,,,,,,,,,0.833041251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.548812263,0.390214447,0.701507791,0.821455926,0.842084859,0.754336256,0.510369388,0.369077341,1.3891201,0.552360523,0.517733094,0.621277928,0.468249677,0.342061853,1.085110478,0.730980863,0.988573641,0.984700134,0.632025323,0.72625728,2.027617829,0.685471733,0.217292179,0.381239853,0.155109145,0.368113899,1.227614845,0.501553022,0.411256709,0.261624847,0.695866984,0.561725787,0.46624816,0.896836768,0.543941156,0.694583982,0.476390277,0.233901965,0.780294785,0.694518846,0.908729251,0.528452873,0.823889956,0.724468225,0.28146401,0.643258682,0.333527029,0.607251679,0.91456432,0.710496478,0.694939289,0.530687825,0.743099965,0.221451857,0.495446634,0.818707108,0.549198823,1.948003905,0.350827505,1.531338851,0.264183267,0.345415088,0.327696449,1.31778276,0.85516744,0.82960133,2.629063129,0.226982445,0.052794635,0.659477637,0.152536631,0.707133989,0.825349678,0.456464503,0.714010947,0.140129447,0.604624927,0.899532013,0.040406068,0.452972561,0.197415769,0.04805882,0.382414655,0.532578659,0.215197015,1.013493217,0.684533371,0.353015221,0.521853345,1.287331308,1.200077136,0.760360483,0.231203153,0.993112731,0.164123416,1.332332164,0.293306669,0.331102085,0.206144333,0.22560832,0.066453934,0.494074106,0.802367467,0.695912096,0.424848201,0.935950007,0.813681296,0.906590462,0.890903968,1.151627034,0.344999546
